335,0
531,1
290,1
167,1
781,0
869,1
898,1
980,1
433,1
183,1
823,1
126,1
227,1
701,0
148,1
878,0
677,0
544,1
449,0
288,1
962,1
621,0
435,1
777,0
734,0
84,1
24,1
659,1
736,0
772,0
913,1
830,1
417,1
89,0
252,0
196,0
942,1
83,1
258,0
981,0
742,0
421,1
367,0
413,0
826,1
761,1
576,1
268,0
645,0
964,1
847,0
2,0
379,1
930,0
195,1
816,1
257,1
39,0
234,1
683,0
674,0
420,1
321,1
948,0
744,1
790,0
481,0
322,0
924,0
266,0
65,0
714,1
64,1
720,0
887,1
996,0
188,0
29,0
978,0
899,1
999,0
785,0
897,1
690,1
486,0
279,1
722,1
665,1
18,1
700,1
4,0
452,0
651,1
34,1
69,0
655,1
60,1
326,0
476,0
306,1
876,0
130,1
522,1
48,1
567,1
146,1
15,1
406,1
641,0
817,1
835,0
702,1
365,1
510,1
72,0
603,1
614,0
361,1
58,0
37,1
482,0
862,0
80,0
725,0
248,1
354,0
583,0
233,1
965,1
423,0
62,0
520,0
213,1
111,1
789,0
495,1
442,0
729,1
810,0
976,0
338,0
719,1
547,1
660,0
314,1
216,0
525,1
513,0
1023,1
295,0
454,0
509,0
392,1
604,1
86,1
467,0
752,1
198,1
747,0
953,1
995,1
462,1
212,0
562,1
339,0
176,0
53,0
117,0
206,0
1009,0
328,0
124,0
946,1
38,1
272,1
724,1
636,0
424,0
939,1
595,0
265,1
673,1
353,1
800,0
120,1
695,0
466,1
173,1
293,1
633,0
41,1
63,1
164,0
670,0
131,1
54,0
458,1
308,0
822,0
726,0
155,1
175,0
807,1
66,1
560,1
261,1
573,0
263,1
160,0
259,1
332,1
438,1
428,0
950,0
921,0
474,0
955,1
485,0
364,0
597,1
278,0
178,0
731,0
960,1
852,0
57,1
791,0
159,1
773,0
624,1
858,1
795,1
712,1
630,0
548,1
317,1
538,0
255,1
617,1
557,1
707,1
447,0
385,1
19,1
351,0
342,1
765,0
944,0
156,1
864,0
345,0
824,0
282,1
301,1
666,1
286,1
642,1
763,1
450,0
165,0
312,0
764,0
472,1
372,1
414,0
613,0
166,0
922,1
324,1
283,1
905,0
738,0
181,1
78,1
793,1
382,0
1024,0
607,0
427,1
95,1
910,0
349,0
667,0
766,0
661,0
170,1
527,1
857,1
91,1
693,1
601,0
935,1
492,0
581,1
767,0
200,1
889,0
553,1
70,0
802,0
43,0
292,1
199,0
669,0
753,1
426,1
296,0
143,1
967,1
133,1
963,0
866,1
51,0
44,1
786,0
778,0
315,1
243,0
888,0
411,0
640,1
886,0
504,0
193,1
222,1
730,1
220,0
271,1
13,0
431,0
639,1
879,1
211,0
17,0
153,1
1021,0
856,1
14,0
73,0
970,1
818,1
443,1
717,0
656,0
93,0
803,0
344,1
839,1
768,1
941,1
215,1
521,1
396,0
387,0
480,0
150,0
982,1
511,0
297,0
152,0
809,1
302,1
984,1
494,1
787,0
1019,1
792,0
169,1
415,1
904,1
608,0
45,1
409,0
755,1
112,0
398,1
602,1
277,1
987,0
496,0
590,1
380,0
679,0
749,1
437,0
784,1
646,0
859,0
926,0
310,0
390,0
541,1
405,0
882,0
102,1
723,1
238,0
25,0
868,1
559,0
430,0
158,1
20,0
289,0
587,0
330,1
769,1
376,1
635,1
721,1
502,1
754,1
993,0
453,1
119,1
606,0
588,0
251,1
579,0
647,1
594,0
444,1
920,0
401,1
844,0
245,1
145,0
350,1
694,0
841,1
611,0
912,0
221,0
311,0
515,0
85,1
829,0
671,0
177,0
108,0
242,1
684,0
115,0
35,0
441,0
549,1
546,0
1,0
634,0
490,1
861,0
571,0
101,1
662,1
751,1
369,1
891,1
11,0
456,0
1018,0
223,1
537,1
163,0
1011,1
775,1
422,1
780,0
359,1
488,1
1012,0
192,1
733,1
208,1
915,0
895,0
1006,1
97,0
893,0
377,1
22,1
554,0
348,0
518,0
902,0
591,0
88,0
50,1
592,0
770,1
808,1
705,0
657,1
566,1
232,0
578,1
985,1
26,1
469,0
881,0
663,1
697,0
487,0
875,0
122,0
96,1
190,1
938,1
596,1
455,1
144,1
932,1
884,0
87,0
412,0
270,1
819,0
658,0
61,1
484,0
708,1
580,1
79,1
129,1
811,0
67,0
564,0
125,1
649,1
678,1
804,1
609,0
813,0
219,0
1002,0
395,1
309,1
848,1
285,1
370,0
815,1
828,1
692,0
404,0
280,1
397,0
253,0
52,1
928,0
561,1
873,1
654,1
696,1
885,0
358,0
589,0
82,0
943,1
217,1
305,0
1005,0
539,1
788,0
711,0
356,0
94,1
383,0
254,0
235,1
535,1
465,1
21,1
931,0
149,1
470,1
797,0
508,0
558,1
643,1
46,1
461,1
850,0
451,1
226,0
207,1
675,0
244,1
357,0
71,0
366,0
229,0
103,1
262,1
632,1
197,1
505,1
709,0
250,0
526,0
303,0
340,1
1000,0
3,0
540,0
940,0
478,1
625,0
394,0
507,1
907,1
92,0
977,1
570,1
961,1
386,1
685,0
137,1
214,1
741,1
47,0
686,0
855,1
937,0
794,0
378,0
854,0
776,0
923,1
276,1
958,1
499,1
10,1
542,1
419,1
498,1
988,0
703,1
892,0
974,1
664,1
865,1
463,1
203,1
760,0
273,0
140,0
362,1
628,1
512,0
300,1
911,0
966,0
327,0
979,0
402,1
968,0
329,1
750,1
294,0
615,1
440,0
436,0
986,0
519,0
831,1
284,0
99,1
676,0
574,0
264,0
239,0
457,1
503,1
105,0
896,1
343,1
619,0
735,1
76,1
906,1
638,0
275,0
249,1
840,0
556,0
418,1
59,0
883,0
925,0
371,0
136,1
506,0
623,0
851,1
49,0
40,1
477,0
908,0
5,1
110,0
704,1
732,1
316,1
757,1
936,1
1020,1
644,1
552,0
973,1
393,0
1007,1
75,1
599,1
575,1
838,1
337,1
523,0
863,0
